연도,계약명,수행용역
2014,단계주공,녹색건축 인증
2014,단계주공,건축물 에너지효율등급
2014,단계주공,교육환경
2014,단계주공,"청정건강기준, 공동주택 성능등급"
2014,단계주공,결로
2014,광주 효천 2지 B-5,소음예측
2014,광주 효천 2지 B-5,녹색건축 인증
2014,광주 효천 2지 B-5,건축물 에너지효율등급
2014,광주 효천 2지 B-5,주택 성능등급인정
2014,하남 현안2지 C-1BL건강친화형,"청정건강기준, 공동주택 성능등급"
2014,부천상동 주상복합,에너지절약계획서
2014,부천상동 주상복합,지자체 가이드라인
2014,성주 공장 외부,"일조, 조망"
2014,천안신부동 공동,"일조, 조망"
2014,상계8,소음예측
2014,상계8,소음실측
2014,상계8,녹색건축 인증
2014,상계8,건축물 에너지효율등급
2014,상계8,서울시에너지소비총량제 (BESS)
2014,상계8,"경관, 토탈디자인 좋은빛 심의, 태양광"
2014,상계8,"빛공해, 현휘, 조도 시뮬레이션"
2014,상계8,"청정건강기준, 공동주택 성능등급"
2014,상계8,결로
2014,상계8,수질오염 총량제
2014,상계8,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2014,Nomura,연구용역
2014,울산지방법원청사,건축물 에너지효율등급
2014,기지차량정비 설 다운타운지역 지원,"LEED, BREEAM, GSAS"
2017,기지차량정비 설 다운타운지역 지원,"LEED, BREEAM, GSAS"
2014,광교 D3-,CFD
2014,광교 D3-,연돌 시뮬레이션
2014,광교 D3-,에너지절약계획서
2014,광교 D3-,결로
2014,미사강변도 A1-,소음예측
2014,미사강변도 A1-,에너지절약계획서
2014,미사강변도 A1-,"청정건강기준, 공동주택 성능등급"
2014,미사강변도 A1-,결로
2014,코엑스 나이키 L,"LEED, BREEAM, GSAS"
2014,코엑스 나이키 L,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2014,경기도 안양 박달동 공동,"일조, 조망"
2014,특수전 사령부 / 제3공주 특전여단 이전,"LEED, BREEAM, GSAS"
2014,청주 테크노폴리스 4블럭 대우,소음예측
2014,청주 테크노폴리스 4블럭 대우,"청정건강기준, 공동주택 성능등급"
2014,청주 테크노폴리스 4블럭 대우,결로
2014,Goo g,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2013,화성동탄 2지 A-26블럭,소음예측
2014,고양향동지 A-3,기술제안
2014,대 금호 C2-블럭 민,기술제안
2014,천안 성정동,소음예측
2014,군산헌병 설 기계 소방 지열 설비,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2014,여의도동,"빛공해, 현휘, 조도 시뮬레이션"
2014,IBM Korea HQ,"LEED, BREEAM, GSAS"
2014,IBM Korea HQ,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2014,독산동 부대특별,에너지 사용계획
2014,한국중부발전 본사사옥_실내환경 성능,CFD
2014,울산 울주 온양읍 발리 공동,소음예측
2014,울산 울주 온양읍 발리 공동,에너지절약계획서
2014,울산광역 북구 매곡동 공동,소음예측
2014,울산광역 북구 매곡동 공동,에너지절약계획서
2014,울산광역 북구 매곡동 공동,"청정건강기준, 공동주택 성능등급"
2014,울산광역 북구 매곡동 공동,결로
2015,울산광역 북구 매곡동 공동,"청정건강기준, 공동주택 성능등급"
2015,울산광역 북구 매곡동 공동,결로
2014,천안불당 지웰3차 주상복합,소음예측
2014,천안불당 지웰3차 주상복합,에너지절약계획서
2014,천안불당 지웰3차 주상복합,건축물에너지소비총량제 (ECO2_OD)
2014,인천서창(2) 10블럭 민간참여 공공,기술제안
2014,서산 현대파텍스 금형보관장,"빛공해, 현휘, 조도 시뮬레이션"
2014,오창 주상복합,연돌 시뮬레이션
2014,울산 중산동 공동,Barrier Free
2015,상계8,장수명 주택인증
2015,상계8,건축물 등의 범죄예방기준
2014,거제 덕포동 공동,소음예측
2014,거제 덕포동 공동,에너지절약계획서
2014,은평도서관,녹색건축 인증
2014,울산 청자 미디어,Barrier Free
2014,구미공단동2,"일조, 조망"
2014,부산 대연동 그린생활,건축물에너지소비총량제 (ECO2_OD)
2014,시흥목감 A-7블럭 공동,소음예측
2014,시흥목감 A-7블럭 공동,에너지절약계획서
2014,시흥목감 A-7블럭 공동,녹색건축 인증
2014,시흥목감 A-7블럭 공동,건축물 에너지효율등급
2014,시흥목감 A-7블럭 공동,"청정건강기준, 공동주택 성능등급"
2014,시흥목감 A-7블럭 공동,결로
2014,용인 기흥역세권 도시,에너지절약계획서
2014,용인 기흥역세권 도시,건축물에너지소비총량제 (ECO2_OD)
2014,용인 기흥역세권 도시,"청정건강기준, 공동주택 성능등급"
2014,용인 기흥역세권 도시,결로
2014,대치동 마을 제3지구,소음예측
2014,대치동 마을 제3지구,소음실측
2014,대치동 마을 제3지구,녹색건축 인증
2014,대치동 마을 제3지구,건축물 에너지효율등급
2014,대치동 마을 제3지구,서울시에너지소비총량제 (BESS)
2014,대치동 마을 제3지구,교육환경
2014,대치동 마을 제3지구,수질오염 총량제
2014,대치동 마을 제3지구,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2014,제주첨단과학,소음예측
2014,제주첨단과학,에너지절약계획서
2014,고속국도 제14호선 밀양 울산간,기술제안
2014,세종 2-4생활권 CR1-1블록 CR3-...,녹색건축 인증
2014,세종 2-4생활권 CR1-1블록 CR3-...,에너지 효율등급평가
2014,세종 2-4생활권 CR2-1블록 근린생활,녹색건축 인증
2014,세종 2-4생활권 CR2-1블록 근린생활,에너지 효율등급평가
2014,세종 2-4생활권 CR2-3블록 근린생활,녹색건축 인증
2014,세종 2-4생활권 CR2-3블록 근린생활,에너지 효율등급평가
2014,호남권농산물물류,에너지절약계획서
2014,호남권농산물물류,녹색건축 인증
2014,호남권농산물물류,건축물 에너지효율등급
2014,시흥 배곧 한신 휴 플러스,소음예측
2014,시흥 배곧 한신 휴 플러스,에너지절약계획서
2014,시흥 배곧 한신 휴 플러스,"일조, 조망"
2014,시흥 배곧 한신 휴 플러스,"청정건강기준, 공동주택 성능등급"
2014,시흥 배곧 한신 휴 플러스,결로
2014,시흥 배곧 한신 휴 플러스,장수명 주택인증
2014,시흥 배곧 한신 휴 플러스,범죄예방환경설계 (CPTED) 디자인인증
2014,시흥 배곧 한신 휴 플러스,녹색건축 인증
2014,시흥 배곧 한신 휴 플러스,건축물 에너지효율등급
2014,시흥 배곧 한신 휴 플러스,소음실측
2014,주한미 기지이전,기술제안
2014,대현동 도 형생활,소음실측
2014,삼호가든맨션3차,에너지절약계획서
2014,사당3,에너지절약계획서
2014,천안 불당 지웰3차 주상복합,소음예측
2014,천안 불당 지웰3차 주상복합,에너지절약계획서
2014,천안 불당 지웰3차 주상복합,건축물에너지소비총량제 (ECO2_OD)
2014,이문3재정비촉진 역,결로
2014,송도24블럭 주상복합,소음실측
2014,송도24블럭 주상복합,녹색건축 인증
2014,송도24블럭 주상복합,건축물 에너지효율등급
2014,화성동탄(2)지 택지개발 공동,녹색건축 인증
2014,화성동탄(2)지 택지개발 공동,건축물 에너지효율등급
2014,화성동탄(2)지 택지개발 공동,Barrier Free
2014,위례신도 C1-3,녹색건축 인증
2014,위례신도 C1-3,건축물 에너지효율등급
2014,위례신도 C1-3,서울시에너지소비총량제 (BESS)
2014,신용보증기금 대 신사옥 소음실측,소음예측
2014,육 춘천관사 간부숙소 민간투자,소음예측
2014,평택복합화력 2,건축물 에너지효율등급
2014,연세대학교 제중학사 법현학사,기술제안
2014,흑석3재정비촉진 역 벽체 창호 결로 방지,결로
2015,부산 연산동2차 주상복합,"일조, 조망"
2014,묵1주택재건축정비사업 공동주택,소음예측
2014,묵1주택재건축정비사업 공동주택,서울시에너지소비총량제 (BESS)
2014,묵1주택재건축정비사업 공동주택,교육환경
2015,이태원 159-10 환경권,"일조, 조망"
2014,"서울 마곡지 문영 ""퀸즈파크9""",에너지절약계획서
2014,"서울 마곡지 문영 ""퀸즈파크9""",녹색건축 인증
2014,"서울 마곡지 문영 ""퀸즈파크9""",건축물 에너지효율등급
2014,"서울 마곡지 문영 ""퀸즈파크9""",건축물에너지소비총량제 (ECO2_OD)
2014,"서울 마곡지 문영 ""퀸즈파크9""",서울시에너지소비총량제 (BESS)
2015,미니픽 감염동물 험동,건축물 에너지효율등급
2015,부산 온천4 역,소음예측
2015,부산 온천4 역,소음실측
2015,부산 온천4 역,녹색건축 인증
2015,부산 온천4 역,건축물 에너지효율등급
2015,부산 온천4 역,교육환경
2015,부산 온천4 역,"일조, 조망"
2015,부산 온천4 역,"청정건강기준, 공동주택 성능등급"
2015,부산 온천4 역,결로
2014,롯데몰은평 복합상업 설 건축 도시관리,녹색건축 인증
2014,롯데몰은평 복합상업 설 건축 도시관리,건축물 에너지효율등급
2014,롯데몰은평 복합상업 설 건축 도시관리,Barrier Free
2015,안양 박달동 삼아지 공동,소음예측
2015,안양 박달동 삼아지 공동,소음실측
2015,안양 박달동 삼아지 공동,에너지절약계획서
2015,철도완성차 안전 험,녹색건축 인증
2015,구제역백신,녹색건축 인증
2014,통합수운영 스템구축 기술제안,녹색건축 인증
2014,통합수운영 스템구축 기술제안,건축물 에너지효율등급
2015,서초무지개,결로
2015,서초무지개,장수명 주택인증
2015,서초무지개,수질오염 총량제
2015,서초무지개,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2014,대 이시아폴리스 주상복합,소음예측
2014,대 이시아폴리스 주상복합,에너지절약계획서
2014,대 이시아폴리스 주상복합,건축물에너지소비총량제 (ECO2_OD)
2014,대 이시아폴리스 주상복합,"일조, 조망"
2014,대 이시아폴리스 주상복합,"청정건강기준, 공동주택 성능등급"
2014,대 이시아폴리스 주상복합,결로
2014,과천2,에너지절약계획서
2014,미사강변도 A1-,녹색건축 인증
2015,배곧신도 한라비발디2차,소음예측
2015,배곧신도 한라비발디2차,소음실측
2015,배곧신도 한라비발디2차,에너지절약계획서
2015,배곧신도 한라비발디2차,녹색건축 인증
2015,배곧신도 한라비발디2차,건축물 에너지효율등급
2015,배곧신도 한라비발디2차,"일조, 조망"
2015,배곧신도 한라비발디2차,"청정건강기준, 공동주택 성능등급"
2015,배곧신도 한라비발디2차,결로
2015,배곧신도 한라비발디2차,장수명 주택인증
2015,시흥배곧신도 C4-,소음예측
2015,시흥배곧신도 C4-,소음실측
2015,시흥배곧신도 C4-,에너지절약계획서
2015,시흥배곧신도 C4-,녹색건축 인증
2015,시흥배곧신도 C4-,건축물 에너지효율등급
2015,시흥배곧신도 C4-,"일조, 조망"
2015,시흥배곧신도 C4-,"청정건강기준, 공동주택 성능등급"
2015,시흥배곧신도 C4-,결로
2015,시흥배곧신도 C4-,장수명 주택인증
2015,Paradise City 1단계1차 본,기술제안
2015,현대건설 문정2,"일조, 조망"
2015,안성 복합교육문화,기술제안
2020,시흥 장현지 공동,기술제안
2015,여주 가남읍 연립,소음예측
2015,여주 가남읍 연립,에너지절약계획서
2015,반포우성,소음예측
2015,반포우성,소음실측
2015,반포우성,에너지절약계획서
2015,반포우성,녹색건축 인증
2015,반포우성,건축물 에너지효율등급
2015,반포우성,서울시에너지소비총량제 (BESS)
2015,반포우성,교육환경
2015,반포우성,"빛공해, 현휘, 조도 시뮬레이션"
2015,반포우성,"청정건강기준, 공동주택 성능등급"
2015,반포우성,결로
2015,반포우성,건축물 등의 범죄예방기준
2015,반포우성,공가관리계획
2015,반포우성,수질오염 총량제
2015,반포우성,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2015,독산동 부대특별,"빛공해, 현휘, 조도 시뮬레이션"
2014,창원 성산구 상남동 생활형 숙박,에너지절약계획서
2015,분양용환경,"일조, 조망"
2014,고양향동지 A-3블럭 공동,소음예측
2014,고양향동지 A-3블럭 공동,녹색건축 인증
2014,고양향동지 A-3블럭 공동,건축물 에너지효율등급
2014,고양향동지 A-3블럭 공동,"청정건강기준, 공동주택 성능등급"
2014,고양향동지 A-3블럭 공동,결로
2015,광교 택지,소음예측
2015,광교 택지,에너지절약계획서
2015,광교 택지,녹색건축 인증
2015,광교 택지,건축물 에너지효율등급
2015,광교 택지,건축물에너지소비총량제 (ECO2_OD)
2015,광교 택지,"청정건강기준, 공동주택 성능등급"
2015,광교 택지,결로
2015,광교 택지,건축물 등의 범죄예방기준
2015,광교 택지,CFD
2015,광교 택지,연돌 시뮬레이션
2015,광교 택지,"에너지 시뮬레이션, 기계설비 성능점검"
2015,서울 강남 보금자리 범지구 A5-,녹색건축 인증
