연도,계약명,발주처,수행용역
2012,울산문수로 2차 I'PARK B.F (장애물없는 생활환경) 인증 용역,현대산업개발㈜,장애물없는 생활환경(Barrier Free) 예비인증
2012,울산문수로 2차 I'PARK B.F (장애물없는 생활환경) 인증 용역,현대산업개발㈜,장애물없는 생활환경(Barrier Free) 본인증
2012,정보통신 정택연구원 본원 신청사 건립공사 설계용역,㈜무영종합건축사사무소,친환경건축물 예비인증
2012,대구텍스타일 컴플렉스 건립공사,㈜종합건축사사무소건원,지능형건축물 예비인증
2012,대구텍스타일 컴플렉스 건립공사,㈜종합건축사사무소건원,친환경건축물 예비인증
2011,행정지원센터 건립 설계공모,㈜해안종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2011,행정지원센터 건립 설계공모,㈜무영종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,송도신도시 D17-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,소음예측
2012,송도신도시 D17-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,송도신도시 D17-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,장애물없는 생활환경(Barrier Free) 예비인증
2012,송도신도시 D17-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,주택 성능등급인정
2012,송도신도시 D18-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,소음예측
2012,송도신도시 D18-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,송도신도시 D18-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,장애물없는 생활환경(Barrier Free) 예비인증
2012,송도신도시 D18-1블럭 공동주택 신충공사,㈜종합건축사사무소건원,주택 성능등급인정
2011,포스코 그린빌딩 에너지 최신시뮬레이션 연구용역에 관한 연구,연세대학교 산학협력단,"에너지 시뮬레이션, 기계설비 성능점검"
2012,청진동 12-16지구 도시환경정비사업 건축물성능인증 (국내 및 LEED) 컨설팅 및 취득 용역,지엘피에프브이원㈜,건축물 에너지효율등급 예비인증
2012,청진동 12-16지구 도시환경정비사업 건축물성능인증 (국내 및 LEED) 컨설팅 및 취득 용역,지엘피에프브이원㈜,건축물 에너지효율등급 본인증
2012,청진동 12-16지구 도시환경정비사업 건축물성능인증 (국내 및 LEED) 컨설팅 및 취득 용역,지엘피에프브이원㈜,"LEED, BREEAM, GSAS"
2012,청진동 12-16지구 도시환경정비사업 건축물성능인증 (국내 및 LEED) 컨설팅 및 취득 용역,지엘피에프브이원㈜,"에너지 시뮬레이션, 기계설비 성능점검"
2012,청진동 12-16지구 도시환경정비사업 건축물성능인증 (국내 및 LEED) 컨설팅 및 취득 용역,지엘피에프브이원㈜,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2012,미8군 막사 및 육아보육센터 건설공사 기본설계 기술제안입찰 및 실시설계 용역,㈜무영종합건축사사무소,"LEED, BREEAM, GSAS"
2012,미8군 막사 및 육아보육센터 건설공사 기본설계 기술제안입찰 및 실시설계 용역,㈜무영종합건축사사무소,"에너지 시뮬레이션, 기계설비 성능점검"
2012,평택초고교 LEED Consulting & Documentation 용역,삼성물산㈜,"LEED, BREEAM, GSAS"
2012,City Tower Ville 보금자리아파트 건설공사,㈜토문컨설탄트건축사사무소 & ㈜종합건축사사무소산,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,만도중앙연구소 컴퓨터 시뮬레이션 CFD ,㈜케이프로텍,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,소음예측
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,소음실측
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,건축물 에너지효율등급 예비인증
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,장애물없는 생활환경(Barrier Free) 예비인증
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,친환경건축물 예비인증
2012,화성동탄2지구 A-10블럭 주거성능평가 용역,지에스건설㈜,주택 성능등급인정
2012,화성동탄2지구 A-10블럭 친환경주택성능평가(그린홈) 용역,지에스건설㈜,
2012,평택시 팽성읍 안정리 공동주택 신축공사 주거성능평가 (인증 ·인정) 및 환경성능시뮬레이션 용역,㈜가람우즈,소음예측
2012,평택시 팽성읍 안정리 공동주택 신축공사 주거성능평가 (인증 ·인정) 및 환경성능시뮬레이션 용역,㈜가람우즈,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2013,평택시 팽성읍 안정리 공동주택 신축공사 - 사업계획승인(변경) 신청에 따른 그린홈 수행용역,㈜가람우즈,
2012,행정중심복합도시 2-3생활권 B-3블럭 공동주택 신축공사 건물에너지효율등급 본인증 컨설팅 및 취득 용역,현대건설㈜ & 계룡건설산업㈜ & 쌍용건설㈜,건축물 에너지효율등급 본인증
2012,잠실 제2롯데월드 중 친환경건축물 컨설팅 및 인증용역 (저층부),롯데건설㈜,녹색건축 본인증
2012,대구 월배지구 1블럭 친환경 컨설팅 용역,현대산업개발㈜,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,대구 월배지구 1블럭 친환경 컨설팅 용역,현대산업개발㈜,"청정건강기준, 공동주택 성능등급"
2012,대구 월배지구 1블럭 친환경 컨설팅 용역,현대산업개발㈜,주택 성능등급인정
2012,남부산우체국건립공사 설계용역 (에너지효율인증),㈜한기엔지니어링종합건축사사무소,건축물 에너지효율등급 예비인증
2012,주한미군기지이전사업의무여단본부 및 TV 녹화영상회의센터 기술제안 (친환경LEED),㈜휴다임건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,국민건강보험공단 신사옥 건립 현상설계,㈜원양건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,국민건강보험공단 신사옥 건립 현상설계,㈜디에이그룹엔지니어링종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,현대건설 건물에너지 최적화 기술 및 간이 성능 평가 툴 개발을 위한 연구,현대건설㈜,연구용역
2012,여수 엑스포 한국관 건립공사 친환경건축물 본인증 컨설팅 및 취득 용역,현대건설㈜,친환경건축물 본인증
2012,양평 교통재활병원 건립공사 설계 시공 일괄입찰 기본설계 용역,㈜종합건축사사무소디자인캠프문박디엠피,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,"마포로6 도시환경정비사업 주상복합 신축공사 그린홈, 주택성능에너지 및 에너지 인증 취득 용역",마포로6 도시환경정비사업조합,건축물 에너지효율등급 예비인증
2012,"마포로6 도시환경정비사업 주상복합 신축공사 그린홈, 주택성능에너지 및 에너지 인증 취득 용역",마포로6 도시환경정비사업조합,건축물 에너지효율등급 본인증
2012,"마포로6 도시환경정비사업 주상복합 신축공사 그린홈, 주택성능에너지 및 에너지 인증 취득 용역",마포로6 도시환경정비사업조합,주택 성능등급인정
2012,첨단2지구 A8블럭 호반베르디움 신축공사 주택성능등급인정 컨설팅 및 취득 용역,㈜호반건설산업,주택 성능등급인정
2012,첨단2지구 A4블럭 호반베르디움 신축공사 주택성능등급인정 컨설팅 및 취득 용역,㈜에이치비건설,주택 성능등급인정
2012,명동초등학교와 금정고교의 일조침해 여부에 관한 연구,명장1구역 주택재개발정비사업조합,
2012,원자력교육원 생활관 신축공사 친환경 · 에너지 예비인증 취득 및 친환경주택건설기준평가 용역,㈜건축사사무소지오디자인,건축물 에너지효율등급 예비인증
2012,원자력교육원 생활관 신축공사 친환경 · 에너지 예비인증 취득 및 친환경주택건설기준평가 용역,㈜건축사사무소지오디자인,친환경건축물 예비인증
2012,영광-해제 도로건설공사 대안설계 - 기후영향평가 및 주행자 심리분석 (도로분야 특화),㈜진우엔지니어링,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,울산 범서 굴화지구 푸르지오아파트 신축공사 친환경주택건설기준(그린홈) 용역 (재평가),㈜아키어반종합건축사사무소,
2012,울산 범서 굴화지구 푸르지오아파트 신축공사 세대별 일조환경평가 용역,㈜아키어반종합건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,삼덕3 주거환경개선사업 주거성능인증관련 용역,계룡건설산업㈜,소음실측
2012,삼덕3 주거환경개선사업 주거성능인증관련 용역,계룡건설산업㈜,건축물 에너지효율등급 본인증
2012,삼덕3 주거환경개선사업 주거성능인증관련 용역,계룡건설산업㈜,친환경건축물 본인증
2012,기후변화대응교육연구센터 친환경건축물 본인증 컨설팅 및 취득용역,강원도 원주시,녹색건축 본인증
2012,Child Development Center LEED Consulting & Documentation 용역 (평택 아동개발센터 시설공사),범양건영㈜,"LEED, BREEAM, GSAS"
2012,Child Development Center LEED Consulting & Documentation 용역 (평택 아동개발센터 시설공사),범양건영㈜,건물기밀성능
2012,대전 도안신도시 8블럭 신안인스빌 리베라 신축공사 - 친환경건축물 및 에너지효율등급 본인증,신안종합건설,건축물 에너지효율등급 본인증
2012,대전 도안신도시 8블럭 신안인스빌 리베라 신축공사 - 친환경건축물 및 에너지효율등급 본인증,신안종합건설,친환경건축물 본인증
2012,마산현동 B-2블럭(창원현동지구 S-1블럭) 공동주택 기본 및 실시설계용역,㈜신한종합건축사사무소,
2012,울산 우정지구 B1블럭 골드클래스 건설공사,골드클래스㈜,주택 성능등급인정
2012,서울강남 보금자리 시범지구 A5블록 공동주택 기본설계용역 ,㈜디에이그룹엔지니어링종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,강동성심병원 본관동 증.개축공사 기술제안,현대건설㈜,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,LG CNS 부산센터 신축공사 현상설계,㈜간삼건축종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,두산 인프라코어 설계경기,㈜간삼건축종합건축사사무소,
2012,광교 신도시 업무 7BL 오피스텔 신축공사 세대별 일조 및 조망환경 평가 용역,㈜명디벨럽,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2012,주한미군기지이전시설사업 병원 및 치과 건설공사 실시설계 기술제안입찰 용역,㈜무영종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2012,세종시 C20-3BL 복합시설 신축공사 소음환경예측평가 용역,㈜더리치,소음예측
2012,부산 명지지구 B4블록 공동주택 신축공사 (일조환경평가) ,㈜디에이그룹엔지니어링종합건축사사무소,
2012,울산 강동산하지구 공동주택 (1블럭1롯트) 신축공사 설계용역,㈜엔아이엔지니어링종합건축사사무소,소음예측
2012,울산 강동산하지구 공동주택 (1블럭1롯트) 신축공사 설계용역,㈜엔아이엔지니어링종합건축사사무소,주택 성능등급인정
2012,충남도청이전신도시 RH-8블럭 극동아파트 신축공사,㈜디에이그룹엔지니어링종합건축사사무소,주택 성능등급인정
2012,제2시립미술관 건립사업 친환경인증용역,㈜일신설계종합건축사사무소 & ㈜상지엔지니어링건축사사무소 & ㈜한미건축종합건축사사무소 & ㈜석화엔지니어링건축사사무소,친환경건축물 예비인증
2012,제2시립미술관 건립사업 친환경인증용역,㈜일신설계종합건축사사무소 & ㈜상지엔지니어링건축사사무소 & ㈜한미건축종합건축사사무소 & ㈜석화엔지니어링건축사사무소,친환경건축물 본인증
